training_id,employee_id,company_id,course_name,course_category,enrollment_date,completion_date,completion_status,score,duration_hours
TR000870,C08-E0031,C08,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-04-30,2026-06-14,Concluido,59.0,4.7
TR000871,C08-E0033,C08,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-05-21,2026-06-06,Concluido,96.0,1.6
TR000872,C08-E0033,C08,Fundamentos de IA Generativa,IA Generativa,2025-12-29,2026-01-05,Concluido,60.0,1.9
TR000873,C08-E0035,C08,Etica e Governanca de Dados em IA,Governanca,2025-08-16,2025-09-15,Concluido,90.0,2.2
TR000874,C08-E0022,C08,Etica e Governanca de Dados em IA,Governanca,2026-05-08,2026-06-01,Concluido,94.0,2.1
TR000875,C08-E0010,C08,Prompt Engineering na Pratica,IA Generativa,2025-11-04,2025-12-25,Concluido,89.0,2.6
TR000876,C08-E0010,C08,Etica e Governanca de Dados em IA,Governanca,2025-10-25,2025-11-14,Concluido,96.0,1.8
TR000877,C09-E0044,C09,Automatizacao de Tarefas com IA,Produtividade,2026-06-21,2026-08-10,Concluido,94.0,2.9
TR000878,C09-E0089,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-25,2025-07-27,Concluido,65.0,3.7
TR000879,C09-E0081,C09,Fundamentos de IA Generativa,IA Generativa,2026-02-11,2026-03-20,Concluido,66.0,1.8
TR000880,C09-E0200,C09,Automatizacao de Tarefas com IA,Produtividade,2025-06-29,,Nao Iniciado,,2.6
TR000881,C09-E0316,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-04-12,,Em Andamento,,1.9
TR000882,C09-E0002,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-02-09,,Nao Iniciado,,4.6
TR000883,C09-E0209,C09,Automatizacao de Tarefas com IA,Produtividade,2026-01-12,2026-01-16,Concluido,69.0,2.2
TR000884,C09-E0209,C09,Prompt Engineering na Pratica,IA Generativa,2025-11-03,,Abandonado,,3.2
TR000885,C09-E0021,C09,Automatizacao de Tarefas com IA,Produtividade,2025-08-23,,Em Andamento,,2.5
TR000886,C09-E0021,C09,Fundamentos de IA Generativa,IA Generativa,2026-07-16,2026-08-10,Concluido,75.0,2.3
TR000887,C09-E0021,C09,Analise de Dados com IA,Dados e Analytics,2026-06-03,,Nao Iniciado,,3.9
TR000888,C09-E0153,C09,Automatizacao de Tarefas com IA,Produtividade,2026-07-11,2026-07-17,Concluido,79.0,2.8
TR000889,C09-E0007,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2025-08-06,,Abandonado,,1.3
TR000890,C09-E0152,C09,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-11-23,,Em Andamento,,1.6
TR000891,C09-E0152,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2026-04-24,,Em Andamento,,1.4
TR000892,C09-E0049,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-07-10,,Nao Iniciado,,1.0
TR000893,C09-E0116,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-12-28,2026-01-27,Concluido,55.0,1.8
TR000894,C09-E0116,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-06-28,2025-07-24,Concluido,95.0,1.1
TR000895,C09-E0022,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-02-06,,Abandonado,,4.5
TR000896,C09-E0166,C09,Prompt Engineering na Pratica,IA Generativa,2025-06-09,2025-07-08,Concluido,56.0,3.2
TR000897,C09-E0166,C09,Analise de Dados com IA,Dados e Analytics,2026-06-08,2026-06-19,Concluido,99.0,4.5
TR000898,C09-E0271,C09,Prompt Engineering na Pratica,IA Generativa,2025-12-13,2026-01-25,Concluido,56.0,3.5
TR000899,C09-E0015,C09,Automatizacao de Tarefas com IA,Produtividade,2026-04-12,,Nao Iniciado,,2.6
TR000900,C09-E0328,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-06-24,2026-07-02,Concluido,98.0,0.9
TR000901,C09-E0196,C09,Fundamentos de IA Generativa,IA Generativa,2026-02-02,2026-03-02,Concluido,82.0,2.4
TR000902,C09-E0065,C09,Etica e Governanca de Dados em IA,Governanca,2025-07-29,,Em Andamento,,2.3
TR000903,C09-E0065,C09,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-09-02,2025-09-25,Concluido,69.0,1.7
TR000904,C09-E0113,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-08-17,,Abandonado,,1.0
TR000905,C09-E0298,C09,Automatizacao de Tarefas com IA,Produtividade,2025-11-19,2026-01-05,Concluido,71.0,2.3
TR000906,C09-E0159,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-11-26,2025-12-11,Concluido,68.0,2.2
TR000907,C09-E0263,C09,Analise de Dados com IA,Dados e Analytics,2025-11-23,2025-12-01,Concluido,68.0,4.1
TR000908,C09-E0092,C09,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-15,,Abandonado,,1.5
TR000909,C09-E0092,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-28,2026-06-09,Concluido,85.0,4.1
TR000910,C09-E0122,C09,Automatizacao de Tarefas com IA,Produtividade,2026-06-09,,Em Andamento,,2.2
TR000911,C09-E0109,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-01,2025-06-24,Concluido,91.0,3.5
TR000912,C09-E0109,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-12-06,2026-01-17,Concluido,84.0,1.9
TR000913,C09-E0109,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-08-08,,Em Andamento,,1.6
TR000914,C09-E0251,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-08-24,,Nao Iniciado,,1.8
TR000915,C09-E0071,C09,Automatizacao de Tarefas com IA,Produtividade,2025-10-01,,Nao Iniciado,,2.6
TR000916,C09-E0071,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-20,2025-08-12,Concluido,89.0,1.4
TR000917,C09-E0087,C09,IA para Times Comerciais,Aplicacoes de Negocio,2026-03-02,,Nao Iniciado,,1.4
TR000918,C09-E0080,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-28,2025-12-25,Concluido,94.0,1.4
TR000919,C09-E0055,C09,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-07-21,2026-08-10,Concluido,82.0,1.7
TR000920,C09-E0218,C09,Prompt Engineering na Pratica,IA Generativa,2025-12-19,,Em Andamento,,2.8
TR000921,C09-E0214,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-01,,Nao Iniciado,,1.5
TR000922,C09-E0124,C09,Analise de Dados com IA,Dados e Analytics,2025-06-06,2025-07-06,Concluido,99.0,4.2
TR000923,C09-E0124,C09,Etica e Governanca de Dados em IA,Governanca,2025-06-12,,Em Andamento,,1.9
TR000924,C09-E0095,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-19,,Em Andamento,,4.6
TR000925,C09-E0192,C09,Etica e Governanca de Dados em IA,Governanca,2025-11-04,2025-12-23,Concluido,89.0,1.9
TR000926,C09-E0192,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-03-16,2026-03-22,Concluido,75.0,1.0
TR000927,C09-E0312,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-08-16,,Nao Iniciado,,3.4
TR000928,C09-E0191,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-02-06,2026-03-18,Concluido,89.0,2.2
TR000929,C09-E0003,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-08-17,,Em Andamento,,4.1
TR000930,C09-E0003,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-11-24,,Em Andamento,,1.3
TR000931,C09-E0003,C09,Automatizacao de Tarefas com IA,Produtividade,2026-06-18,,Abandonado,,2.1
TR000932,C09-E0333,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-22,,Em Andamento,,2.3
TR000933,C09-E0027,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-31,2026-02-25,Concluido,100.0,0.9
TR000934,C09-E0126,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-06-16,2026-07-27,Concluido,57.0,3.4
TR000935,C09-E0183,C09,Automatizacao de Tarefas com IA,Produtividade,2026-03-01,2026-03-28,Concluido,79.0,2.4
TR000936,C09-E0183,C09,Fundamentos de IA Generativa,IA Generativa,2025-10-02,,Abandonado,,1.7
TR000937,C09-E0012,C09,Prompt Engineering na Pratica,IA Generativa,2026-01-08,2026-01-16,Concluido,61.0,2.9
TR000938,C09-E0012,C09,Automatizacao de Tarefas com IA,Produtividade,2026-04-20,2026-05-12,Concluido,75.0,2.4
TR000939,C09-E0129,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-09,2025-08-08,Concluido,73.0,1.7
TR000940,C09-E0129,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-06-04,,Em Andamento,,2.3
TR000941,C09-E0339,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-18,,Em Andamento,,4.6
TR000942,C09-E0228,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-05,,Em Andamento,,1.8
TR000943,C09-E0181,C09,Prompt Engineering na Pratica,IA Generativa,2025-11-23,2025-12-07,Concluido,81.0,2.8
TR000944,C09-E0151,C09,Prompt Engineering na Pratica,IA Generativa,2025-12-31,2026-02-09,Concluido,59.0,3.3
TR000945,C09-E0151,C09,Etica e Governanca de Dados em IA,Governanca,2026-07-12,2026-07-16,Concluido,83.0,1.7
TR000946,C09-E0231,C09,Automatizacao de Tarefas com IA,Produtividade,2025-09-19,2025-11-03,Concluido,88.0,2.6
TR000947,C09-E0231,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-21,,Abandonado,,1.7
TR000948,C09-E0231,C09,Fundamentos de IA Generativa,IA Generativa,2025-10-30,2025-11-11,Concluido,59.0,1.8
TR000949,C09-E0309,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-07-24,2025-08-15,Concluido,62.0,4.1
TR000950,C09-E0070,C09,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-10-03,,Nao Iniciado,,1.6
TR000951,C09-E0070,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-01-15,,Em Andamento,,2.3
TR000952,C09-E0070,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-10,,Nao Iniciado,,1.0
TR000953,C09-E0072,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-01-12,2026-02-24,Concluido,78.0,1.8
TR000954,C09-E0072,C09,Prompt Engineering na Pratica,IA Generativa,2026-02-24,2026-04-11,Concluido,56.0,3.3
TR000955,C09-E0178,C09,Etica e Governanca de Dados em IA,Governanca,2025-12-31,,Abandonado,,1.9
TR000956,C09-E0178,C09,Fundamentos de IA Generativa,IA Generativa,2025-11-10,,Nao Iniciado,,1.8
TR000957,C09-E0178,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2026-06-27,,Nao Iniciado,,1.4
TR000958,C09-E0313,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-07-28,2026-08-10,Concluido,60.0,1.0
TR000959,C09-E0313,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-20,2025-11-21,Concluido,91.0,1.5
TR000960,C09-E0112,C09,Analise de Dados com IA,Dados e Analytics,2025-12-19,,Em Andamento,,3.5
TR000961,C09-E0056,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-21,,Em Andamento,,3.8
TR000962,C09-E0056,C09,Fundamentos de IA Generativa,IA Generativa,2026-07-17,,Em Andamento,,1.9
TR000963,C09-E0187,C09,Etica e Governanca de Dados em IA,Governanca,2025-10-13,,Nao Iniciado,,2.2
TR000964,C09-E0187,C09,Analise de Dados com IA,Dados e Analytics,2025-10-02,2025-10-29,Concluido,76.0,4.7
TR000965,C09-E0199,C09,Prompt Engineering na Pratica,IA Generativa,2025-08-22,2025-10-15,Concluido,74.0,3.1
TR000966,C09-E0105,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-15,,Em Andamento,,4.7
TR000967,C09-E0105,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-07-19,2026-08-10,Concluido,59.0,2.2
TR000968,C09-E0043,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-04-01,2026-05-30,Concluido,63.0,2.0
TR000969,C09-E0269,C09,Fundamentos de IA Generativa,IA Generativa,2026-05-10,,Em Andamento,,1.9
TR000970,C09-E0269,C09,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-12,2026-03-07,Concluido,82.0,1.6
TR000971,C09-E0269,C09,Automatizacao de Tarefas com IA,Produtividade,2025-12-10,2026-02-01,Concluido,61.0,2.6
TR000972,C09-E0279,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-30,2025-08-25,Concluido,84.0,1.4
TR000973,C09-E0279,C09,Prompt Engineering na Pratica,IA Generativa,2025-09-12,,Em Andamento,,3.0
TR000974,C09-E0279,C09,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-06-03,,Abandonado,,1.4
TR000975,C09-E0259,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-07-08,,Em Andamento,,1.5
TR000976,C09-E0247,C09,Automatizacao de Tarefas com IA,Produtividade,2026-03-28,2026-05-01,Concluido,57.0,2.6
TR000977,C09-E0034,C09,Prompt Engineering na Pratica,IA Generativa,2026-03-11,,Em Andamento,,3.1
TR000978,C09-E0104,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2026-06-30,,Em Andamento,,1.6
TR000979,C09-E0104,C09,IA para Times Comerciais,Aplicacoes de Negocio,2026-05-31,2026-06-25,Concluido,90.0,1.4
TR000980,C09-E0104,C09,Prompt Engineering na Pratica,IA Generativa,2025-07-31,,Em Andamento,,2.6
TR000981,C09-E0180,C09,Automatizacao de Tarefas com IA,Produtividade,2025-06-06,,Em Andamento,,2.3
TR000982,C09-E0180,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-16,2025-09-11,Concluido,100.0,1.3
TR000983,C09-E0238,C09,Prompt Engineering na Pratica,IA Generativa,2026-04-30,,Em Andamento,,2.9
TR000984,C09-E0238,C09,Analise de Dados com IA,Dados e Analytics,2026-05-23,2026-06-24,Concluido,75.0,3.6
TR000985,C09-E0238,C09,Automatizacao de Tarefas com IA,Produtividade,2025-07-06,2025-07-14,Concluido,76.0,2.6
TR000986,C09-E0319,C09,Analise de Dados com IA,Dados e Analytics,2025-12-25,2026-01-14,Concluido,77.0,4.1
TR000987,C09-E0319,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-07-31,2025-08-13,Concluido,77.0,3.9
TR000988,C09-E0208,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-08-17,2025-08-27,Concluido,78.0,2.1
TR000989,C09-E0221,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-08-31,2025-09-14,Concluido,94.0,1.8
TR000990,C09-E0202,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2026-07-13,2026-07-22,Concluido,77.0,1.5
TR000991,C09-E0303,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-27,2026-06-01,Concluido,70.0,1.7
TR000992,C09-E0303,C09,Etica e Governanca de Dados em IA,Governanca,2025-12-12,2026-02-03,Concluido,80.0,2.0
TR000993,C09-E0264,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-01-20,2026-02-21,Concluido,60.0,1.1
TR000994,C09-E0265,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-19,,Nao Iniciado,,1.7
TR000995,C09-E0265,C09,Prompt Engineering na Pratica,IA Generativa,2026-07-04,2026-07-09,Concluido,56.0,3.0
TR000996,C09-E0324,C09,Automatizacao de Tarefas com IA,Produtividade,2025-06-22,,Em Andamento,,2.8
TR000997,C09-E0324,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-09-21,,Nao Iniciado,,1.8
TR000998,C09-E0274,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-08-30,,Abandonado,,1.7
TR000999,C09-E0274,C09,Etica e Governanca de Dados em IA,Governanca,2026-06-12,,Em Andamento,,2.0
TR001000,C09-E0274,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-03-17,2026-04-27,Concluido,94.0,4.2
TR001001,C09-E0278,C09,Analise de Dados com IA,Dados e Analytics,2025-06-12,2025-06-20,Concluido,95.0,4.6
TR001002,C09-E0171,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-11,2025-08-31,Concluido,59.0,1.4
TR001003,C09-E0322,C09,Automatizacao de Tarefas com IA,Produtividade,2025-08-29,,Em Andamento,,2.9
TR001004,C09-E0322,C09,Analise de Dados com IA,Dados e Analytics,2025-09-08,,Abandonado,,4.6
TR001005,C09-E0039,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-07-01,2026-07-14,Concluido,91.0,1.9
TR001006,C09-E0170,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-06-21,,Em Andamento,,3.7
TR001007,C09-E0174,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-03-17,,Em Andamento,,1.9
TR001008,C09-E0306,C09,Prompt Engineering na Pratica,IA Generativa,2025-08-16,,Em Andamento,,3.2
TR001009,C09-E0235,C09,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-07-16,,Em Andamento,,1.4
TR001010,C09-E0108,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2025-06-12,,Nao Iniciado,,1.6
TR001011,C09-E0096,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-06,,Abandonado,,3.7
TR001012,C09-E0096,C09,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-01-03,,Nao Iniciado,,2.4
TR001013,C09-E0096,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-07-30,,Em Andamento,,2.3
TR001014,C09-E0237,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-04-17,,Em Andamento,,0.9
TR001015,C09-E0237,C09,Analise de Dados com IA,Dados e Analytics,2026-02-28,2026-03-07,Concluido,56.0,4.4
TR001016,C09-E0227,C09,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-08-26,2025-09-13,Concluido,76.0,1.7
TR001017,C09-E0227,C09,Prompt Engineering na Pratica,IA Generativa,2026-03-12,2026-05-06,Concluido,62.0,2.7
TR001018,C09-E0337,C09,Prompt Engineering na Pratica,IA Generativa,2026-03-18,2026-05-02,Concluido,75.0,3.0
TR001019,C09-E0337,C09,IA para Times Comerciais,Aplicacoes de Negocio,2026-03-05,,Abandonado,,1.8
TR001020,C09-E0076,C09,Prompt Engineering na Pratica,IA Generativa,2026-01-30,2026-02-14,Concluido,68.0,2.8
TR001021,C09-E0155,C09,IA para Times Comerciais,Aplicacoes de Negocio,2026-05-21,2026-06-25,Concluido,80.0,1.4
TR001022,C09-E0155,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-10-26,2025-12-14,Concluido,79.0,2.3
TR001023,C09-E0011,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-12-26,,Abandonado,,1.4
TR001024,C09-E0050,C09,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-16,2026-06-24,Concluido,97.0,1.8
TR001025,C09-E0213,C09,IA Responsavel: Vieses e Limitacoes,Governanca,2026-02-18,,Em Andamento,,1.7
TR001026,C09-E0078,C09,Automatizacao de Tarefas com IA,Produtividade,2026-01-05,2026-02-03,Concluido,63.0,2.7
TR001027,C09-E0130,C09,Analise de Dados com IA,Dados e Analytics,2026-06-19,,Nao Iniciado,,3.7
TR001028,C09-E0141,C09,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-09-08,2025-09-27,Concluido,70.0,4.2
TR001029,C09-E0029,C09,Prompt Engineering na Pratica,IA Generativa,2026-05-05,2026-06-13,Concluido,56.0,3.1
TR001030,C09-E0102,C09,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-14,,Em Andamento,,1.4
TR001031,C09-E0075,C09,IA para Times Comerciais,Aplicacoes de Negocio,2025-12-05,,Nao Iniciado,,1.5
TR001032,C09-E0075,C09,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-07-26,2025-08-27,Concluido,68.0,1.0
TR001033,C10-E0127,C10,Etica e Governanca de Dados em IA,Governanca,2025-07-10,,Em Andamento,,2.3
TR001034,C10-E0127,C10,Analise de Dados com IA,Dados e Analytics,2026-05-09,2026-05-21,Concluido,95.0,4.0
TR001035,C10-E0085,C10,Fundamentos de IA Generativa,IA Generativa,2026-01-04,,Nao Iniciado,,1.8
TR001036,C10-E0085,C10,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-29,,Em Andamento,,1.7
TR001037,C10-E0085,C10,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-09-07,2025-09-18,Concluido,79.0,2.2
TR001038,C10-E0086,C10,Analise de Dados com IA,Dados e Analytics,2026-04-09,2026-04-12,Concluido,80.0,3.7
TR001039,C10-E0121,C10,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-02-24,2026-03-25,Concluido,93.0,1.0
TR001040,C10-E0112,C10,Automatizacao de Tarefas com IA,Produtividade,2026-02-25,2026-03-07,Concluido,60.0,2.4
TR001041,C10-E0061,C10,Analise de Dados com IA,Dados e Analytics,2025-08-13,,Em Andamento,,3.7
TR001042,C10-E0061,C10,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-06-17,2026-08-06,Concluido,65.0,2.0
TR001043,C10-E0044,C10,IA para Times Comerciais,Aplicacoes de Negocio,2026-07-02,2026-08-10,Concluido,93.0,1.6
TR001044,C10-E0129,C10,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-01-04,,Nao Iniciado,,1.9
TR001045,C10-E0129,C10,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-03-18,,Nao Iniciado,,4.0
TR001046,C10-E0129,C10,Etica e Governanca de Dados em IA,Governanca,2025-11-14,2025-12-04,Concluido,87.0,2.0
TR001047,C10-E0133,C10,Prompt Engineering na Pratica,IA Generativa,2026-04-27,2026-05-22,Concluido,90.0,3.6
TR001048,C10-E0133,C10,IA Responsavel: Vieses e Limitacoes,Governanca,2026-05-08,,Nao Iniciado,,1.7
TR001049,C10-E0131,C10,Automatizacao de Tarefas com IA,Produtividade,2026-06-16,,Em Andamento,,2.8
TR001050,C10-E0131,C10,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-02-14,,Nao Iniciado,,0.9
TR001051,C10-E0050,C10,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-10-21,,Nao Iniciado,,1.0
TR001052,C10-E0050,C10,Automatizacao de Tarefas com IA,Produtividade,2025-07-23,2025-09-02,Concluido,80.0,2.5
TR001053,C10-E0045,C10,Analise de Dados com IA,Dados e Analytics,2025-07-23,2025-09-01,Concluido,70.0,4.1
TR001054,C10-E0102,C10,Analise de Dados com IA,Dados e Analytics,2026-05-17,2026-06-23,Concluido,79.0,3.7
TR001055,C10-E0090,C10,IA Responsavel: Vieses e Limitacoes,Governanca,2025-09-26,2025-10-23,Concluido,91.0,1.4
TR001056,C10-E0035,C10,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-11-07,2026-01-01,Concluido,81.0,1.7
TR001057,C10-E0010,C10,Automatizacao de Tarefas com IA,Produtividade,2026-01-07,,Abandonado,,2.6
TR001058,C10-E0115,C10,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-06-28,2025-07-19,Concluido,72.0,1.0
TR001059,C10-E0115,C10,Prompt Engineering na Pratica,IA Generativa,2026-02-23,,Nao Iniciado,,2.9
TR001060,C10-E0117,C10,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-02-19,2026-03-07,Concluido,96.0,1.9
TR001061,C10-E0021,C10,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-03-21,2026-05-06,Concluido,56.0,2.2
TR001062,C10-E0089,C10,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-07-09,2026-07-19,Concluido,68.0,2.3
TR001063,C10-E0026,C10,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-07-19,2026-08-03,Concluido,76.0,2.2
TR001064,C10-E0056,C10,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-06-09,,Nao Iniciado,,1.5
TR001065,C10-E0077,C10,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-03-18,,Nao Iniciado,,1.1
TR001066,C10-E0077,C10,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-15,2026-02-18,Concluido,97.0,1.5
TR001067,C10-E0036,C10,Automatizacao de Tarefas com IA,Produtividade,2025-10-24,2025-10-31,Concluido,55.0,2.8
TR001068,C10-E0016,C10,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-27,,Em Andamento,,2.2
TR001069,C10-E0009,C10,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-01-01,2026-02-12,Concluido,55.0,2.2
TR001070,C10-E0046,C10,Etica e Governanca de Dados em IA,Governanca,2026-06-27,2026-07-02,Concluido,58.0,2.2
TR001071,C10-E0084,C10,Fundamentos de IA Generativa,IA Generativa,2026-01-14,2026-02-26,Concluido,96.0,1.9
TR001072,C10-E0011,C10,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-12-22,,Abandonado,,1.8
TR001073,C10-E0011,C10,Fundamentos de IA Generativa,IA Generativa,2025-12-10,2026-02-02,Concluido,77.0,2.0
TR001074,C10-E0037,C10,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-10-31,2025-12-02,Concluido,91.0,3.5
TR001075,C10-E0037,C10,Fundamentos de IA Generativa,IA Generativa,2025-11-16,2025-12-30,Concluido,55.0,2.3
TR001076,C10-E0024,C10,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-06-08,2026-06-17,Concluido,82.0,2.4
TR001077,C10-E0095,C10,Prompt Engineering na Pratica,IA Generativa,2025-07-11,2025-09-04,Concluido,76.0,3.3
TR001078,C10-E0049,C10,Fundamentos de IA Generativa,IA Generativa,2026-07-07,,Em Andamento,,2.4
TR001079,C10-E0065,C10,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-20,2026-05-31,Concluido,74.0,1.8
TR001080,C10-E0065,C10,Automatizacao de Tarefas com IA,Produtividade,2026-02-28,,Nao Iniciado,,2.1
TR001081,C10-E0065,C10,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-06-30,2026-08-10,Concluido,73.0,1.3
TR001082,C10-E0067,C10,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-12-13,,Em Andamento,,2.3
TR001083,C10-E0020,C10,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-19,,Em Andamento,,1.6
TR001084,C10-E0020,C10,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-01,2025-07-11,Concluido,70.0,3.8
TR001085,C10-E0073,C10,Automatizacao de Tarefas com IA,Produtividade,2026-07-07,2026-08-10,Concluido,80.0,2.7
TR001086,C10-E0073,C10,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-24,2026-07-17,Concluido,57.0,2.1
TR001087,C10-E0098,C10,Automatizacao de Tarefas com IA,Produtividade,2025-09-09,,Em Andamento,,2.4
